"plantbarcode","genotype","Subpop.","Exp","treatment","image_id","Average.Root.Width..Diameter.","Network.Bushiness","Network.Depth","Ellipse.Axes.Ratio","Network.Length.Distribution","Major.Ellipse.Axis","Maximum.Number.of.Roots","Network.Width","Median.Number.of.Roots","Minor.Ellipse.Axis","Network.Area","Network.Convex.Area","Network.Perimeter","Network.Solidity","Specific.Root.Length","Network.Surface.Area","Network.Length","Network.Volume","Network.Width.to.Depth.Ratio","Average.Root.Width..Diameter._Excised","Network.Bushiness_Excised","Network.Depth_Excised","Ellipse.Axes.Ratio_Excised","Network.Length.Distribution_Excised","Major.Ellipse.Axis_Excised","Maximum.Number.of.Roots_Excised","Network.Width_Excised","Median.Number.of.Roots_Excised","Minor.Ellipse.Axis_Excised","Network.Area_Excised","Network.Convex.Area_Excised","Network.Perimeter_Excised","Network.Solidity_Excised","Specific.Root.Length_Excised","Network.Surface.Area_Excised","Network.Length_Excised","Network.Volume_Excised","Network.Width.to.Depth.Ratio_Excised"
"Ea007AC019867","Oh43","nss","LT1b",50,996,0.124905529,1.428571429,35.91780822,0.119813381,0.324672399,34.96809956,10,4.767123288,7,4.189646247,41.97335335,167.8462188,835.7123288,0.250070294,51.01807965,189.5518082,483.0547945,9.468306096,0.132723112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea007AC019868","Oh43","nss","LT1b",50,1091,0.133049357,1.8,31.24657534,0.164989556,0.146835867,30.03753819,9,6.095890411,5,4.955880084,32.97447926,166.6484331,591.1780822,0.197868523,47.4873653,156.7908874,375.109589,7.899145102,0.195089873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea007AD019869","Oh43","nss","LT1b",25,105,0.154237611,1.5,34.30136986,0.157890385,0.353663049,32.31990683,6,5.123287671,4,5.103002523,28.8894727,185.282417,479.4657534,0.155921286,28.75994516,145.7040457,300.6986301,10.45546605,0.149361022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea007AD019870","Oh43","nss","LT1b",25,139,0.119189888,1.444444444,27.73972603,0.252897079,0.311508006,24.76985974,13,8.178082192,9,6.26422517,42.21861512,194.200319,880.9452055,0.217397249,58.34972189,192.701236,514.630137,8.819753039,0.294814815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea007AD019871","Oh43","nss","LT1b",25,312,0.15691438,1.5,29.32876712,0.200700834,0.473814774,27.8363708,9,6.808219178,6,5.58678283,35.89848002,162.2352224,582.4657534,0.221274268,28.20195325,180.5385479,366.2328767,12.98608197,0.232134517,0.091652481,2,18.64383562,0.123926531,0.506242906,22.69053202,2,1.109589041,1,2.811958919,2.918371177,46.03987615,77.64383562,0.063387902,131.4656454,10.46820354,36.35616438,0.276544981,0.059515062
"Ea007AD019872","Oh43","nss","LT1b",25,415,0.14850429,1.6,30.05479452,0.106077108,0.36528,31.47058953,8,4.506849315,5,3.338309128,34.08144117,148.7648715,558.0136986,0.229096028,33.95722422,163.6021523,350.6712329,10.32685212,0.149954421,0.098516084,2,19.54794521,0.118415964,0.291250959,21.55657147,2,1.150684932,1,2.552642186,3.803152561,47.85560143,92.63013699,0.079471419,102.1193297,14.26655846,46.09589041,0.451392411,0.058864751
"Ea007AD019873","Oh43","nss","LT1b",25,461,0.146461593,2,37.30136986,0.086997719,0.755250297,41.0537278,8,6.890410959,4,3.571580693,35.57703134,223.206793,586.6438356,0.159390451,36.75201842,167.5224677,364.0821918,9.906454324,0.184722732,0.090194848,2,11.93150685,0.335305422,0.428353659,11.79209124,2,2.493150685,1,3.953952126,1.98780259,26.53190092,55.39726027,0.074921228,132.3844878,7.274084323,25.67123288,0.193914206,0.208955224
"Ea008AA019885","B73","ss","LT1b",100,793,0.253701903,1.444444444,28.7260274,0.262558048,0.271756622,27.91186202,13,8.876712329,9,7.328484019,103.3811222,228.9534622,986.6164384,0.451537711,9.862211553,638.0045643,800.4794521,81.16632337,0.309012876,0.108716992,3,20.09589041,0.223692048,0.19862259,23.06673997,3,4.191780822,1,5.159846296,5.517920811,80.01294802,120.9315068,0.068962848,87.59974378,20.35230947,59.5890411,0.680242185,0.208588957
"Ea008AA019886","B73","ss","LT1b",100,877,0.191309313,1.545454545,41.63013699,0.209769842,0.409255305,36.58365958,17,9.863013699,11,7.674148502,122.9731657,318.2122349,1594.575342,0.386450149,16.77982646,673.4177707,1120.465753,66.77457337,0.23692004,0.157122458,2,18.87671233,0.185609537,1.041500399,21.00466253,2,1.205479452,1,3.898665681,4.787952712,44.21129668,73.20547945,0.108297043,43.27297067,17.29680218,35.04109589,0.80976867,0.063860668
"Ea008AA019887","B73","ss","LT1b",100,1019,0.138895954,1.6,28.71232877,0.143742625,0.279391661,28.56267978,8,5.821917808,5,4.105674574,29.38994183,123.3989491,484.7260274,0.238170114,46.5729704,134.2597073,307.6849315,6.606512938,0.202767176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea008AA019888","B73","ss","LT1b",100,1040,0.139247985,1.625,30.39726027,0.240194679,0.22590423,28.95905079,13,9.547945205,8,6.955809902,48.03696754,236.8631075,824.2328767,0.202804768,43.16359146,215.7039551,493.0821918,11.4235673,0.314105453,0.09056352,1,18.67123288,0.11708061,0.493354183,22.57940393,1,0.863013699,1,2.643610375,2.135297429,38.16579096,56.91780822,0.055947941,145.6650554,7.444125303,26.16438356,0.179620181,0.04622157
"Ea008AB019890","B73","ss","LT1b",75,160,0.256990823,1.5,33.61643836,0.141997258,0.227638313,33.08554407,9,5.452054795,6,4.698056551,69.12535185,191.2320323,716.0821918,0.361473708,8.285741468,445.4970899,551.7945205,66.59567193,0.162184189,0.112955306,2,24.91780822,0.154329615,0.125214718,24.31216244,6,4.506849315,3,3.752086666,14.25483205,103.1780822,312.9178082,0.13815756,70.93691335,60.50112435,170.4931507,2.403447551,0.180868609
"Ea008AB019891","B73","ss","LT1b",75,317,0.227558975,2.166666667,31.10958904,0.196787781,0.762525206,30.1136453,13,8.02739726,6,5.925997449,73.25558266,199.4240946,834.0273973,0.367335666,11.02113414,444.8034131,622.1917808,56.4544241,0.258036107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea008AB019892","B73","ss","LT1b",75,426,0.261597154,2,39.2739726,0.128921713,0.404830831,35.41210466,8,5.849315068,4,4.565389182,59.42446988,197.0612685,588.6849315,0.30155327,8.89085644,349.6499841,425.4520548,47.85276398,0.14893617,0.098412809,2.5,25.04109589,0.140172655,0.155131579,20.75664011,5,2.397260274,2,2.909513347,9.155188591,75.98517546,222.4109589,0.12048651,102.9725692,37.18122445,120.260274,1.167886506,0.095733042
"Ea008AB019893","B73","ss","LT1b",75,567,0.192643668,1.555555556,33.94520548,0.228623216,0.166870167,29.1538565,14,7.452054795,9,6.665248429,85.46368925,183.8510039,1074.90411,0.464852992,18.20829615,475.2623283,785.2876712,43.12801511,0.219531881,0.127587928,3,19.04109589,0.120210343,0.372373407,17.99267904,3,1.808219178,1,2.162906125,5.620754363,37.75989867,102.5068493,0.148855123,61.51982849,21.87539616,54.57534247,0.887117923,0.094964029
"Ea008AC019904","B73","ss","LT1b",50,617,0.209382418,1.444444444,20.94520548,0.550105696,0.301329279,16.09143088,13,11.54794521,9,8.851987779,50.31037718,160.4225934,656.0547945,0.313611544,12.33021704,300.8102184,457.3013699,37.08786054,0.551340746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea008AC019905","B73","ss","LT1b",50,792,0.158741676,1.8,31.91780822,0.160339044,0.804951996,30.15827696,9,6.136986301,5,4.835549281,39.54212798,162.1194408,639.6849315,0.24390738,26.10774415,195.2177987,391.4520548,14.99371422,0.192274678,0.090609677,1,22.42465753,0.182614905,0.602091021,28.18529097,1,1.465753425,1,5.147054224,2.82811034,72.70078814,78,0.038900683,144.7645185,10.15802603,35.68493151,0.2465033,0.06536347
"Ea008AC019907","B73","ss","LT1b",50,945,0.191429161,2,34.15068493,0.116151862,0.328424977,29.00233697,8,3.945205479,4,3.368675448,42.66672922,120.3257647,530.5616438,0.35459346,19.10251442,234.7654865,390.369863,20.43552249,0.115523466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea008AD019909","B73","ss","LT1b",25,85,0.119323842,1.5,27.97260274,0.160626365,0.424864806,28.2794836,9,7.520547945,6,4.542430667,28.97035091,186.6091199,621.4246575,0.155246169,52.38752711,133.9507287,357.3287671,6.82087487,0.268854065,0.097946607,3,14.60273973,0.360316147,0.197501008,15.96199775,3,2.04109589,1,5.751365532,3.429724151,54.50300244,84.06849315,0.062927252,113.8255951,12.52330797,40.69863014,0.357552536,0.139774859
"Ea008AD019910","B73","ss","LT1b",25,198,0.151442598,2,27.38356164,0.095033945,0.561642958,27.78373205,10,4.109589041,5,2.640397674,32.35672734,85.36629762,515.5753425,0.379033978,31.6606,158.8358071,333.8493151,10.54463008,0.150075038,0.112817557,1,19.15068493,0.12635146,0.321941555,23.58379842,1,3.178082192,1,2.979847364,3.526552824,61.22668418,75.09589041,0.057598298,84.94580001,12.95357153,36.54794521,0.430250174,0.165951359
"Ea008AD019911","B73","ss","LT1b",25,287,0.187438931,2,24.02739726,0.131653364,0.536895674,26.86774734,6,5.684931507,3,3.53722933,22.52974292,93.3780259,301.3287671,0.241274569,19.95743702,116.9324345,198.5753425,9.94994208,0.236602053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea008AD019912","B73","ss","LT1b",25,401,0.164099671,1.75,26.97260274,0.184420202,0.463796986,27.18094634,7,7.232876712,4,5.012715619,24.93413398,152.7890786,380.6849315,0.163193169,25.55977837,119.3567881,231.5205479,9.058002952,0.268156425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea008AD019913","B73","ss","LT1b",25,464,0.151043958,2.25,32.4109589,0.174302127,0.14570546,32.94810484,9,11.56164384,4,5.742924764,37.41677613,234.7393507,600.8630137,0.159397119,32.72659638,185.640772,391.2191781,11.95416638,0.356720203,0.100217483,1,10.04109589,0.10590081,0.538211382,12.44797106,1,0.821917808,1,1.318250218,1.149559017,11.37070745,27.45205479,0.101098285,122.0470506,4.080013869,12.95890411,0.106179576,0.081855389
"Ea009AA019924","Ki3","ts","LT1b",100,573,0.340334177,2.4,38.61643836,0.148872012,0.744890383,34.7521497,12,7.452054795,5,5.173622454,89.59936198,214.5778758,802.7260274,0.417561045,3.869610951,653.9642992,611.6438356,158.0633928,0.192976233,0.105488345,2,23.45205479,0.175465152,0.318706698,29.76308091,2,3.164383562,1,5.222383528,5.592043535,110.8948208,130.0821918,0.050426553,96.03729182,20.73755672,62.57534247,0.651573376,0.134929907
"Ea009AA019925","Ki3","ts","LT1b",100,776,0.323831889,1.4,30.67123288,0.255262372,0.346967447,29.70030669,14,9.342465753,10,7.581370739,131.5839745,256.5762807,1075.369863,0.512845436,5.216515577,935.3189835,919.369863,176.2421389,0.304600268,0.092337884,2,20.23287671,0.197818884,0.120971177,18.65689735,6,4.191780822,3,3.690686611,8.062300619,52.99474573,213.5890411,0.152133962,113.9295632,31.37321782,108.1506849,0.949276745,0.20717671
"Ea009AA019926","Ki3","ts","LT1b",100,822,0.339435054,1.5,28.78082192,0.424857759,0.271119239,24.55162565,15,12.36986301,10,10.43094865,155.1831488,257.1093076,1070.232877,0.603568771,5.276868718,1086.48156,1018.863014,193.0809858,0.429795336,0.118150059,1,20.20547945,0.120292046,0.407867495,21.7018849,1,1.054794521,1,2.610564135,3.84180897,43.99680991,78.50684932,0.087320171,82.66054433,13.83024453,37.26027397,0.450762504,0.05220339
"Ea009AA019927","Ki3","ts","LT1b",100,953,0.27306562,1.5,34.10958904,0.258468238,0.266984482,30.64169502,15,13.09589041,10,7.919904908,116.8236067,333.1753612,1189.452055,0.350636993,6.488139418,771.1464818,898.9178082,138.5478564,0.383935743,0.137426735,2,19.39726027,0.193810662,0.305428716,23.68636505,2,2.712328767,1,4.590670079,4.189904297,71.62103584,73.91780822,0.058501029,60.43349876,15.2114007,35.23287671,0.583002431,0.139830509
"Ea009AA019928","Ki3","ts","LT1b",100,1097,0.274950762,1.416666667,34.31506849,0.315507167,0.194635556,30.5360058,17,12.8630137,12,9.634328689,162.8708951,331.5326515,1423.383562,0.491266529,7.678811753,1012.638004,1172.328767,152.670596,0.374850299,0.155526668,2,18.79452055,0.179700111,0.552524666,22.79855137,2,2.136986301,1,4.096902218,4.996434603,62.01970351,76.8630137,0.080562052,45.85727295,17.90423076,36.64383562,0.799084491,0.113702624
"Ea009AB019929","Ki3","ts","LT1b",75,27,0.185298874,1.363636364,41.08219178,0.215737021,0.240722701,35.91713314,15,11.57534247,11,7.748655314,120.7918934,379.0968287,1589.164384,0.318630715,19.68861683,650.0199245,1116.616438,56.71380818,0.281760587,0.108561638,2,17.01369863,0.114713043,0.158218126,18.89762696,4,2.835616438,2,2.167804287,5.476449615,44.54118972,120.0547945,0.122952477,85.31680991,21.11279555,61.90410959,0.725579281,0.166666667
"Ea009AB019930","Ki3","ts","LT1b",75,147,0.246820729,1.333333333,35.7260274,0.155380391,0.262995333,35.39865506,12,6.630136986,9,5.50025686,96.99493338,216.2820417,963.6438356,0.448465035,9.818667964,586.3694338,756.2054795,77.01711497,0.185582822,0.079076344,3,17.57534247,0.207254154,0.202503682,18.80215648,3,2.191780822,1,3.896825041,3.01519985,46.65697129,94.75342466,0.064624852,173.6795056,11.11449601,44.73972603,0.25759934,0.124707716
"Ea009AB019931","Ki3","ts","LT1b",75,297,0.310087165,1.857142857,35.15068493,0.181269313,0.507857587,33.25154586,13,8.547945205,7,6.027484879,96.49052355,230.1454307,898.8356164,0.419258915,5.217392013,679.9022316,697.9315068,133.7701873,0.243180047,0.121036686,1,18.84931507,0.123596794,0.429169574,22.42721374,1,0.931506849,1,2.77193172,3.047476074,39.69694126,60.8630137,0.076768536,80.93488082,10.66777851,28.05479452,0.346634161,0.049418605
"Ea009AB019932","Ki3","ts","LT1b",75,406,0.182068482,1.333333333,37.15068493,0.190625431,0.319777565,37.51963787,16,8.02739726,12,7.152197132,110.8799024,270.2826046,1451.383562,0.410236917,21.65985737,581.8576236,1017.260274,46.96523419,0.216076696,0.145839528,1,10.93150685,0.25712203,0.435006435,13.41536349,1,0.095890411,1,3.44938549,2.006004879,21.22227435,35.1369863,0.094523558,58.54473926,6.991775167,15.26027397,0.260660038,0.00877193
"Ea009AB019933","Ki3","ts","LT1b",75,476,0.167070455,1.352941176,39.02739726,0.260470445,0.234167894,33.74410933,23,12.08219178,17,8.789343163,150.9662226,406.0744042,2207.424658,0.371769856,23.46029151,807.3753482,1538.246575,65.568093,0.30958231,0.132693509,1,18.34246575,0.128709815,0.451807229,21.45049995,1,0.506849315,1,2.760889873,3.133420904,43.82266842,57.23287671,0.071502284,68.76109254,11.00990874,26.4109589,0.38409743,0.027632562
"Ea009AC019944","Ki3","ts","LT1b",50,620,0.145660196,1.785714286,28.49315068,0.428105137,0.147359918,23.25785864,25,11.75342466,14,9.956808769,87.68605742,241.6455245,1552.027397,0.362870604,29.01598729,462.9896953,1011.767123,34.86929854,0.4125,0.082083379,3,24.7260274,0.110102064,0.198307411,24.68434626,3,2.136986301,1,2.717797481,5.052730343,71.36188778,153.2191781,0.070804326,161.8190075,18.50677051,71.76712329,0.443502431,0.086426593
"Ea009AC019945","Ki3","ts","LT1b",50,796,0.201019318,1.375,36.83561644,0.176639221,0.309520484,35.71906833,11,11.28767123,8,6.309388394,84.46162507,308.8525052,1006.369863,0.273469127,17.08238064,486.6776204,770.6438356,45.11337452,0.306433618,0.080920627,2,29.23287671,0.078295952,0.398027362,34.23637349,2,1.534246575,1,2.680569451,4.232313755,91.52946144,129.260274,0.046239907,165.2900727,15.30193337,60.19178082,0.364158475,0.052483599
"Ea009AC019946","Ki3","ts","LT1b",50,825,0.206340858,1.375,32.49315068,0.168469563,0.324636089,31.8041339,11,6.164383562,8,5.358028543,66.9431413,191.1974104,837.6164384,0.350125774,13.90384344,385.4535191,594.6164384,42.76633588,0.189713322,0.088579505,2,19.78082192,0.205097263,0.328006392,21.98529926,2,2.452054795,1,4.509124699,3.49052355,69.92493901,97.5890411,0.049918149,140.8511585,12.67130308,45.53424658,0.323279177,0.123961219
"Ea009AC019947","Ki3","ts","LT1b",50,1017,0.183717901,1.571428571,35.87671233,0.155974016,0.246019692,31.41048065,11,9.260273973,7,4.899218822,67.89679114,246.8323325,883.0821918,0.275072518,21.17410957,376.146724,651.7123288,30.77873602,0.258113784,0.089736344,3,26.82191781,0.166643152,0.371808859,26.88857742,3,2.383561644,1,4.480797299,6.487333458,101.9859261,177.4657534,0.063610085,130.879702,24.27945004,86.12328767,0.658033953,0.08886619
"Ea009AC019948","Ki3","ts","LT1b",50,1081,0.129214313,1.555555556,33.98630137,0.179945677,0.237022316,31.08731534,14,6,9,5.594028012,60.87633702,206.5298367,1101.849315,0.294758075,51.41362896,287.1377065,707.3424658,13.7578786,0.176541717,0.10947875,1,13.68493151,0.110884178,0.565927655,16.27280423,1,0.205479452,1,1.804396527,1.766747983,19.09570276,39.32876712,0.09252071,102.8718618,6.318087255,18.36986301,0.178570337,0.015015015
"Ea009AD019949","Ki3","ts","LT1b",25,93,0.129081638,1.375,30.32876712,0.151907121,0.355582475,30.57866424,11,6.136986301,8,4.645116861,40.09194971,156.2843873,803.0136986,0.256532021,42.02855381,186.4234294,459.7123288,10.93809535,0.20234869,0.079703457,1,17.75342466,0.104438422,0.568106312,22.63014779,1,0.547945206,1,2.36345692,1.811972227,35.15744042,55.31506849,0.051538798,188.1535313,6.472559802,25.84931507,0.137384161,0.030864198
"Ea009AD019950","Ki3","ts","LT1b",25,135,0.126805287,1.625,29.91780822,0.223588323,0.347287791,28.22197808,13,8.232876712,8,6.31010475,50.3079377,224.9879902,958.3972603,0.223602769,52.65596904,235.1041147,590.1643836,11.2079294,0.27518315,0.089230755,1,14.94520548,0.20934278,0.573839662,20.79862213,1,3.342465753,1,4.354041384,2.044285982,55.12263089,56.45205479,0.037086147,152.4675821,7.161770807,25.54794521,0.16756313,0.223648029
"Ea009AD019951","Ki3","ts","LT1b",25,311,0.166927226,1.6,38.30136986,0.096099471,0.471534821,38.42214413,8,4.97260274,5,3.692347706,45.46950647,182.2716269,672.5342466,0.249460145,25.94707738,234.3858188,446.9452055,17.22526198,0.129828326,0.088791373,1,21.47945205,0.12337801,0.580403889,26.57081733,1,0.369863014,1,3.278254571,2.293113154,49.68784012,63.04109589,0.046150389,156.1005905,8.074158673,28.94520548,0.185426624,0.017219388
"Ea009AD019952","Ki3","ts","LT1b",25,361,0.150459787,1.333333333,33.53424658,0.117497248,0.428418326,32.75589891,8,5.465753425,6,3.848727977,41.93619816,211.8343029,683.3287671,0.197966985,33.95216804,206.9964622,437.9178082,12.89808084,0.162990196,0.092131862,2,21.1369863,0.067541171,0.355975485,24.68259323,2,0.657534247,1,1.667091252,2.893413398,37.585851,76.57534247,0.076981452,134.9273723,10.52692155,36.36986301,0.269551407,0.031108231
"Ea009AD019953","Ki3","ts","LT1b",25,529,0.134125844,1.428571429,35.49315068,0.090045702,0.496284029,38.43438247,10,4.904109589,7,3.460850959,46.65265528,191.5789079,825.6849315,0.243516658,46.66338007,213.8302189,507.4657534,10.87503204,0.138170591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea010AA019964","CML277","ts","LT1b",100,663,0.225350869,1.461538462,36.28767123,0.320868162,0.152571079,31.45917455,19,11.54794521,13,10.09424753,164.0604241,323.4282229,1587.60274,0.507254508,15.22184162,930.2796698,1314.027397,86.32512608,0.318233296,0.123332307,2,17.02739726,0.17979118,0.322710952,17.23872982,2,1.287671233,1,3.099371575,4.217864515,34.46772378,83.50684932,0.122371426,67.80767832,15.64170179,40.36986301,0.595358284,0.075623492
"Ea010AA019965","CML277","ts","LT1b",100,740,0.215943666,1.818181818,31.2739726,0.380811304,0.117969519,26.4688662,20,12.12328767,11,10.07964345,123.3161944,282.7789454,1364.506849,0.436086903,14.19150845,706.7886126,1041.835616,73.41260585,0.387647832,0.137937788,1.333333333,16.23287671,0.259337596,0.372634979,20.00756211,4,6.150684932,3,5.188713066,8.535184838,75.2278101,150.9315068,0.11345784,46.96774549,35.29678706,81.45205479,1.734212574,0.378902954
"Ea010AA019966","CML277","ts","LT1b",100,851,0.159663971,1.666666667,30.76712329,0.237701353,0.157943993,29.19930845,15,7.383561644,9,6.940715115,66.66109964,179.0872584,1007.945205,0.372226926,29.88334232,331.5707867,661.0273973,22.1202632,0.239982191,0.154769574,1,13.05479452,0.42652253,0.57073955,17.48275045,1,1.02739726,1,7.456786957,3.614937136,62.72518296,56.8630137,0.057631353,50.02442258,13.01478986,26.76712329,0.535081105,0.078698846
"Ea010AA019967","CML277","ts","LT1b",100,946,0.289389644,1.777777778,39.95890411,0.289236872,0.21475463,31.06970609,16,9.98630137,9,8.98650461,154.0439107,320.6708576,1320.054795,0.480380138,6.391336738,979.4100326,1077.287671,168.5543597,0.249914296,0.16178025,1,16.08219178,0.260264739,0.530543933,20.55934828,1,0.767123288,1,5.350873409,3.614749484,58.28438731,53.34246575,0.062019173,46.9106692,12.73404031,25.05479452,0.534095867,0.04770017
"Ea010AB019969","CML277","ts","LT1b",75,91,0.190265161,3,42.53424658,0.201432161,0.093048128,35.0102093,9,6.890410959,3,7.05218211,52.62826046,258.1815538,675.4520548,0.203842063,19.19652483,284.4730323,475.9178082,24.79187313,0.161996779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea010AB019970","CML277","ts","LT1b",75,158,0.232040445,1.5,35.31506849,0.165631931,0.217936467,31.60711212,9,6.328767123,6,5.235147017,70.62600863,181.9939951,779.260274,0.388067796,10.73094195,420.0003434,576.1506849,53.69059751,0.179208689,0.11658105,2,19.60273973,0.159225422,0.098184569,18.84252896,4,5.808219178,2,3.000209625,8.561080878,65.58350535,176.2739726,0.130537104,69.83839934,36.4092807,99.4109589,1.423442688,0.296296296
"Ea010AB019971","CML277","ts","LT1b",75,274,0.231837378,1.625,35.28767123,0.211330949,0.177617626,31.02172469,13,12.56164384,8,6.555850505,96.59072997,287.8809345,1058.575342,0.335523192,11.29033235,570.6083972,783.4383562,69.39019434,0.355978261,0.111888583,1.666666667,28.4109589,0.113470745,0.136490251,24.8302958,5,3.109589041,3,2.817512173,12.06924376,80.722462,269.5616438,0.149515308,68.56563121,49.11486525,139.7260274,2.037843522,0.109450338
"Ea010AB019972","CML277","ts","LT1b",75,344,0.261810748,1.8,28.54794521,0.23487524,0.143001999,25.99881869,9,6.356164384,5,6.106478778,71.863389,165.5471946,658.1369863,0.434096085,9.653537833,444.5232862,540.4520548,55.9848694,0.222648752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea010AB019973","CML277","ts","LT1b",75,545,0.198780259,1.625,37.1369863,0.204692747,0.165634705,32.55126458,13,11,8,6.663007758,90.35747795,334.6121223,1129.246575,0.270036475,15.82661199,516.9551411,827.8082192,52.30482806,0.296200664,0.133132878,1.5,29.52054795,0.165816535,0.099512843,23.88816873,9,4.150684932,6,3.961053369,31.44924001,117.6093076,560.3561644,0.267404346,49.97582614,142.2448581,340.0958904,6.805207971,0.140603248
"Ea010AC019984","CML277","ts","LT1b",50,589,0.16113428,1.555555556,30.20547945,0.264021267,0.170149046,28.61463645,14,9.767123288,9,7.55487257,66.49089886,224.8743667,1063.876712,0.295680205,24.15197648,349.4362312,690.2876712,28.5810013,0.323356009,0.082798848,1,8.794520548,0.185471999,0.675977654,10.83933676,1,0.205479452,1,2.01039345,0.91255395,11.37455433,27.09589041,0.080227666,178.189971,3.203398741,12.31506849,0.069112018,0.023364486
"Ea010AC019985","CML277","ts","LT1b",50,759,0.183216885,2,30.36986301,0.390367172,0.156755728,24.38569118,20,12.26027397,10,9.519373306,104.7720023,286.6882154,1421.616438,0.365456257,20.16016683,574.6939502,998.4383562,49.52530227,0.403698692,0.093178529,5,17.93150685,0.455965925,0.125972006,14.22816605,5,3.547945205,1,6.487558891,6.696378307,80.94952149,176.4109589,0.082722889,116.4764618,26.12906911,89.26027397,0.766337444,0.197860963
"Ea010AC019986","CML277","ts","LT1b",50,862,0.197711725,1.6,31.15068493,0.332350374,0.164198945,27.07154052,16,9.342465753,10,8.997236621,88.19178082,247.691124,1120.027397,0.356055475,14.81148366,484.2344172,779.6027397,52.63502006,0.299912049,0.091756695,3,23.31506849,0.130704602,0.235131215,25.80719422,6,3.232876712,2,3.373119061,9.557327829,92.84640646,255.1917808,0.102936971,120.921692,36.98442995,128.3013699,1.061028569,0.1386604
"Ea010AC019987","CML277","ts","LT1b",50,980,0.13024253,1.444444444,40.31506849,0.159562144,0.140132124,35.24019287,13,8.178082192,9,5.623000719,65.22630888,260.4664102,1190.739726,0.250421192,52.22942807,300.7840365,735.109589,14.07462452,0.20285423,0.095936978,3.5,23.34246575,0.194467091,0.092041848,19.80097603,7,4.767123288,2,3.8506382,9.833364609,73.94032652,250.5753425,0.132990549,104.1411058,38.34734073,127.2328767,1.221735412,0.204225352
"Ea010AC019988","CML277","ts","LT1b",50,1029,0.230039129,1.25,32.30136986,0.198198195,0.190022664,29.85225962,10,7.287671233,8,5.916663973,73.18577594,203.27538,844.1506849,0.360032661,10.62713006,436.4845006,603.9726027,56.83308657,0.225614928,0.16597066,1,16.34246575,0.091298113,0.533807829,18.44803554,1,0.479452055,1,1.684270834,3.40457872,22.67583036,48.26027397,0.150141303,43.1082183,12.31389921,23.61643836,0.547840743,0.029337804
"Ea010AD019989","CML277","ts","LT1b",25,56,0.139550133,1.5,32.95890411,0.122319719,0.482766971,33.52684751,6,5.150684932,4,4.100994581,24.75811597,159.3040908,445,0.155414188,40.10762707,110.2390131,251.4520548,6.269432355,0.156275977,0.087062041,2,9.150684932,0.395281708,0.465741544,10.96673649,2,1.684931507,1,4.334950329,1.776881216,28.22161756,50.24657534,0.062961707,149.2374417,6.332024153,23.15068493,0.15512652,0.184131737
